title,sentiment
INVESTOR ACTION NOTICE: The Schall Law Firm Files Class Action Suit Against Nikola Corporation,0
"SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KSF REMINDS COTY, GOCO, NKLA INVESTORS of Lead Plaintiff Deadline in Class Action Lawsuits",1
"LAWSUITS FILED AGAINST NNOX, NKLA and ACB - Jakubowitz Law Pursues Shareholders Claims",0
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Nikola (NKLA) Investors with $200k+ Losses to Contact Its Attorneys, Deadline Approaching in Securities Fraud Class Action",0
Tesla Earnings: What Happened With TSLA,0
SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Nikola Corporation of Class Action Lawsuit and Upcoming Deadline  NKLA,0
Nikola Stock Jumps As GM Backs Electric Truck Deal While Talks Continue,0
"GM Reveals The Hummer EV, Its Answer To Tesla's Cybertruck",0
"Bragar Eagel & Squire, P.C. Reminds Investors That Class Action Lawsuits Have Been Filed Against Colony Credit Real Estate, Gol Linhas Aereas Inteligentes, Nikola, and Nano-X Imaging and Encourages Investors to Contact the Firm",1
"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Nikola Corporation, f/k/a VectoIQ Acquisition Corp. of a Class Action Lawsuit and a Lead Plaintiff Deadline of November 16, 2020 - NKLA",1
NKLA INVESTOR DEADLINE: Bernstein Liebhard Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Nikola Corporation,1
"NKLA DEADLINE: ROSEN LAW, FIRST FILING AND TOP RANKED FIRM, Encourages  Nikola Investors to Contact Firm Before Important Deadline in Securities Class Action Seeking Recovery of Investor Losses - NKLA, NKLAW, VTIQ, VTIQW, VTIQU",1
NIKOLA INVESTOR ALERT: Shareholder Lawsuit Filed,1
"NKLA ALERT: The Klein Law Firm Announces a Lead Plaintiff Deadline of November 16, 2020 in the Class Action Filed on Behalf of Nikola Corporation, f/k/a VectoIQ Acquisition Corp. Limited Shareholders",1
DEADLINE ALERT for NKLA and NNOX: The Law Offices of Frank R. Cruz Reminds Investors of Class Actions on Behalf of Shareholders,1
"IMPORTANT NOTICE FROM FIRM THAT FILED THE LAWSUIT: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Nikola Corporation and Encourages Investors with Losses in Excess of $500,000 to Contact the Firm",0
Nikola's stock surges after GM president said on CNBC he sees 'spectacular' opportunity in partnership,1
"FILING DEADLINE--Kuznicki Law PLLC Announces Class Actions on Behalf of Shareholders of COTY, GOCO and NKLA",0
"CLASS ACTION UPDATE for NKLA, GOCO and BMRN: Levi & Korsinsky, LLP Reminds Investors of Class Actions on Behalf of Shareholders",0
"GOCO, NKLA, NNOX SHAREHOLDER ALERT: Hagens Berman, National Trial Attorneys, Updates GOCO, NKLA, NNOX Investors, Encourages Investors with Losses to Contact Firm, Reminds of Critical Upcoming Deadlines",1
NIKOLA CORPORATION  CLASS ACTION ALERT: Wolf Haldenstein Adler Freeman & Herz LLP reminds investors that a  securities  class  action  lawsuit  has  been  filed  in  the  United States District Court for the District of Arizona against Nikola Corporation,1
"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Nikola Corporation, f/k/a VectoIQ Acquisition Corp. of a Class Action Lawsuit and a Lead Plaintiff Deadline of November 16, 2020 - NKLA",1
NKLA INVESTOR DEADLINE: Bernstein Liebhard Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Nikola Corporation,1
"ALERT FROM FIRM THAT FILED THE LAWSUIT: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Nikola Corporation and Encourages Investors with Losses in Excess of $500,000 to Contact the Firm",0
SHAREHOLDER ALERT: NNOX NKLA RCL: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,1
"NKLA Class Action Reminder: Bronstein, Gewirtz & Grossman, LLC Reminds Nikola Corporation Shareholders With Losses Exceeding $100K of Class Action and Encourages Shareholders to Contact the Firm",1
How Nikola Makes Money: hydrogen-electric trucks and sports vehicles.,0
INVESTOR ACTION REMINDER: The Schall Law Firm Files Class Action Suit Against Nikola Corporation,0
More EV Companies Are Coming to Market. None of Them Have Any Real Revenue.,0
"After a Banner Year for IPOs, Here Are the 10 Largest Unicorns Left in the Private Market",0
"Tesla's stock falls again ahead of earnings, is in danger of longest losing streak in 7 months",0
"The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of PROG, NKLA and TCMD",0
NKLA INVESTOR ALERT: Bernstein Liebhard Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Nikola Corporation,1
"NIKOLA INVESTORS: November 16, 2020 Filing Deadline in Class Action  Contact Lieff Cabraser",0
Lawsuit for Investors in Nikola Corporation (NASDAQ: NKLA) announced by Shareholders Foundation,0
"SHAREHOLDER ALERT: CLAIMSFILER REMINDS COTY, GOCO, NKLA INVESTORS of Lead Plaintiff Deadline in Class Action Lawsuits",1
SHAREHOLDER ALERT:   Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Nikola Corporation of Class Action Lawsuit and Upcoming Deadline   NKLA,0
"Nikola Deadline Alert: Faruqi & Faruqi, LLP Encourages Investors Who Suffered Losses Exceeding $500,000 In Nikola Corporation To Contact The Firm",0
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Updates GOCO, NKLA, NNOX Investors, Encourages Investors with Losses to Contact Firm, Reminds of Critical Upcoming Deadlines",0
"Nikola Corporation to Announce Third Quarter 2020 Financial Results on November 9, 2020",0
Tesla's Shift On Model 3 In Europe Signals Upside And Weakness,0
"LAWSUITS FILED AGAINST AYX, NKLA and MESO - Jakubowitz Law Pursues Shareholders Claims",0
"Kessler Topaz Meltzer & Check, LLP:  Securities Fraud Class Action Filed Against Nikola Corporation - NKLA, NKLAW",0
"NKLA Stock: Berger Montague Expands Investigation into Alleged Securities Fraud Claims Against Nikola Corporation (NKLA); Lead Plaintiff Deadline is November 16, 2020",0
"NKLA ALERT: The Klein Law Firm Announces a Lead Plaintiff Deadline of November 16, 2020 in the Class Action Filed on Behalf of Nikola Corporation, f/k/a VectoIQ Acquisition Corp. Limited Shareholders",1
"Stocks on the Move: Nikola stocks up on analyst 'buy' rating, Airline stocks up on TSA traveler topping 1M",0
"DEADLINE ALERT for GOL, NKLA, NNOX, FLDM: Law Offices of Howard G. Smith Reminds Investors of Class Actions on Behalf of Shareholders",1
"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Nikola Corporation, f/k/a VectoIQ Acquisition Corp. of a Class Action Lawsuit and a Lead Plaintiff Deadline of November 16, 2020 - NKLA",1
INVESTOR ACTION ALERT: The Schall Law Firm Files Class Action Suit Against Nikola Corporation,1
"Nikola stock extends selloff, but J.P. Morgan said GM partnership still likely",1
"The Gross Law Firm Announces Class Actions on Behalf of Shareholders of NKLA, GOCO and LOOP",0
US Leads Global IPO Boom,0
"NOTICE FROM FIRM THAT FILED THE LAWSUIT: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Nikola Corporation and Encourages Investors with Losses in Excess of $500,000 to Contact the Firm",0
"ROSEN Reminds Nikola Corporation Investors of Important November 16 Deadline in First Filed Securities Class Action Commenced by the Firm; Encourages Investors with Losses in Excess of $500K to Contact Firm - NKLA, NKLAW, VTIQ, VTIQW, VTIQU",1
SHAREHOLDER ALERT:   Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Nikola Corporation of Class Action Lawsuit and Upcoming Deadline -  NKLA,0
"NKLA SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: Kahn Swick & Foti, LLC Reminds Investors with Losses in Excess of $100,000 of Lead Plaintiff Deadline in Class Action Lawsuits Against Nikola Corporation - NKLA",0
"(NKLA) ALERT: Nikola Corporation Investors Reminded of Class Action Deadline; Investors with Losses Over $200,000 Encouraged to Contact Firm - Johnson Fistel, LLP",1
"ROSEN, A LEADING LAW FIRM, Reminds Nikola Corporation Investors of Important November 16 Deadline in First Filed Securities Class Action Commenced by the Firm; Encourages Investors with Losses in Excess of $500K to Contact Firm - NKLA, NKLAW, VTIQ, VTIQW, VTIQU",1
"Lawsuits Filed Against AEP, NNOX and NKLA - Jakubowitz Law Pursues Shareholders Claims",0
"4 Top Stock Trades for Monday: PTON, PFE, FSLY, SPAQ",1
"GOCO, NKLA, NNOX INVESTOR FRAUD: Hagens Berman, National Trial Attorneys, Updates GOCO, NKLA, NNOX Investors, Encourages Investors with Losses to Contact Firm, Reminds of Critical Upcoming Deadlines",0
Nikola Stock Plunges As CEO Hints It Can Go On Without Badger Partner GM,0
SHAREHOLDER ACTION NOTICE: The Schall Law Firm Files Class Action Suit Against Nikola Corporation,0
"LONG-TERM INVESTOR ACTION ALERT: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Nikola Corporation and Encourages Investors with Losses in Excess of $500,000 to Contact the Firm",1
"The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of UPLCQ, NKLA and BTU",0
"Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Nikola Corporation  NKLA, NKLAW",0
"The Gross Law Firm Announces Class Actions on Behalf of Shareholders of STAA, BIDU and NKLA",0
"NIKOLA SHAREHOLDERS: November 16, 2020 Filing Deadline in Class Action - Contact Lieff Cabraser",0
"NKLA ALERT: The Klein Law Firm Announces a Lead Plaintiff Deadline of November 16, 2020 in the Class Action Filed on Behalf of Nikola Corporation, f/k/a VectoIQ Acquisition Corp. Limited Shareholders",1
"NIKOLA INVESTOR CLASS ACTION UPDATE BY FORMER LOUISIANA ATTORNEY GENERAL: Kahn Swick & Foti, LLC Reminds Investors of Lead Plaintiff Deadline in Class Action Lawsuits Against Nikola Corporation - NKLA, NKLAW, f/k/a VectoIQ Acquisition Corp. VTIQ, VTIQW, VTIQU",0
"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Nikola Corporation, f/k/a VectoIQ Acquisition Corp. of a Class Action Lawsuit and a Lead Plaintiff Deadline of November 16, 2020 - NKLA",1
"LONG-TERM INVESTOR ACTION NOTICE: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Nikola Corporation and Encourages Investors with Losses in Excess of $500,000 to Contact the Firm",0
"The Gross Law Firm Announces Class Actions on Behalf of Shareholders of VXRT, NKLA and RCL",0
"NKLA SHAREHOLDER REMINDER: Hagens Berman, National Trial Attorneys, Encourages Nikola (NKLA) Investors with $200k+ Losses to Contact Its Attorneys, Securities Fraud Action Filed, Application Deadline Approaching",0
New Tesla Rival Throws Down The 'Gauntlet' And Elon Musk Accepts,1
"The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of FENC, ODT and NKLA",0
SHAREHOLDER ACTION REMINDER: The Schall Law Firm Files Class Action Suit Against Nikola Corporation,0
"CLASS ACTION UPDATE for AYX, NKLA and GLNG: Levi & Korsinsky, LLP Reminds Investors of Class Actions on Behalf of Shareholders",0
"ROSEN, A TOP RANKED FIRM, Reminds Nikola Corporation Investors of Important November 16 Deadline in First Filed Securities Class Action Commenced by the Firm; Encourages Investors with Losses in Excess of $100K to Contact Firm - NKLA, NKLAW, VTIQ, VTIQW, VTIQU",1
SHAREHOLDER ALERT: PROG NKLA CACC: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,1
"NKLA Investor Alert: Bronstein, Gewirtz & Grossman, LLC Reminds Nikola Corporation Shareholders With Losses Exceeding $100K of Class Action and Encourages Shareholders to Contact the Firm",1
Heres Why Worm Capital is Avoiding Nikola Corp (NKLA) Stock,0
SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Nikola Corporation of Class Action Lawsuit and Upcoming Deadline   NKLA,0
"SHAREHOLDER ALERT: CLAIMSFILER REMINDS AEP, COTY, GOCO, NKLA INVESTORS of Lead Plaintiff Deadline in Class Action Lawsuits",1
"NKLA ALERT: The Klein Law Firm Announces a Lead Plaintiff Deadline of November 16, 2020 in the Class Action Filed on Behalf of Nikola Corporation, f/k/a VectoIQ Acquisition Corp. Limited Shareholders",1
"Bragar Eagel & Squire, P.C. Reminds Investors That Class Action Lawsuits Have Been Filed Against Nikola, Nano-X Imaging, GoHealth, and Wrap Technologies, and Encourages Investors to Contact the Firm",1
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Updates GOCO, NKLA, NNOX Investors, Encourages Investors with Losses to Contact Firm, Reminds of Critical Upcoming Deadlines",0
Nio Stock Tops Buy Point As Wall Street Looks To These Catalysts,1
"CLASS ACTION UPDATE for VXRT, NKLA and CACC: Levi & Korsinsky, LLP Reminds Investors of Class Actions on Behalf of Shareholders",0
NKLA CLASS ACTION DEADLINE: Bernstein Liebhard Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Nikola Corporation,1
"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Nikola Corporation, f/k/a VectoIQ Acquisition Corp. of a Class Action Lawsuit and a Lead Plaintiff Deadline of November 16, 2020 - NKLA",1
"NKLA Investor Alert: Bronstein, Gewirtz & Grossman, LLC Reminds Nikola Corporation Shareholders With Losses Exceeding $100K of Class Action and Encourages Shareholders to Contact the Firm",1
DEADLINE ALERT for NKLA and NNOX: The Law Offices of Frank R. Cruz Reminds Investors of Class Actions on Behalf of Shareholders,1
"Lawsuits Filed Against FENC, NKLA and RCL - Jakubowitz Law Pursues Shareholders Claims",0
Trading American Air as the Shares Rally After a Quarterly Loss,0
Boeing's 737 Max Gets Double Dose of Bad News,0
"Here's When American, Southwest Expect The 737 Max To Return As Q3 Results Beat",0
"Is American Airlines Stock A Buy? Here's What Earnings, Charts Show",0
"American Airlines (AAL) Posts Q3 Loss, Suffers Revenue Dip Y/Y",0
"Southwest Stock Flies Higher After Earnings, but American Airlines Doesnt. Heres Why.",0
Backyard Pools to Suburban Homes Lifted By Covid: Earnings Wrap,0
American Airlines Posts $2.4 Billion Q3 Loss As Revenues Plunge,0
American Airlines Posts $2.4B Quarterly Loss; Street Sees 22% Downside,0
Southwest will resume selling middle seats after reporting a $1.2 billion quarterly loss: CEO,0
"American Airlines (AAL) Reports Q3 Loss, Tops Revenue Estimates",1
"Tesla, Align Technology, and the Lessons of Another Covid Earnings Season",0
U.S. airlines lay out COVID-19 damage and renew calls for aid,0
"American Airlines, Southwest post deep losses and renew calls for aid",0
Recap: American Airlines Group Q3 Earnings,0
"American Airlines stock slips, but loss narrows more than expected and revenue beats",0
What Halloween Will Look Like at These 10 Theme Parks,1
American Airlines Reports Third-Quarter 2020 Financial Results,0
It'll be 'three to five years before air travel returns to 2019 levels': Analyst,0
"Coca-Cola, Jobless Claims, Fed Speeches: 3 Things to Watch",0
"Airline Stock Roundup: UAL Posts Q3 Loss, AAL Gives Boeing 737 MAX Update & More",0
Earnings Outlook For American Airlines Group,0
Op-Ed: The global economy wont fully recover until the travel industry recovers,0
The stimulus has not been built into the market': Strategist,0
Chicago (City of) IL O'Hare Apt CFC Rev Bds -- Moody's announces completion of a periodic review of ratings of Chicago (City of) IL O'Hare Airport Ent.,0
Unusual Options Activity Insight: American Airlines Group,0
Earnings Preview: Is American Airlines Pulling Out of Its Tailspin?,0
"Dallas-Fort Worth Int'l. Airport Board, TX -- Moody's announces completion of a periodic review of ratings of Dallas-Fort Worth Int'l. Airport Board, TX",1
American Airlines Puts Boeing 737 Max Back On Flight Schedule,0
Holiday travel is 'turning a page': Hawaiian Airlines CEO,1
American Airlines Hopes to Fly 737 MAX Before Year's End,1
"Stocks on the Move: Nikola stocks up on analyst 'buy' rating, Airline stocks up on TSA traveler topping 1M",0
"American, Southwest, and Alaska Outlooks Will Overshadow Earnings",0
American (AAL) Plans Boeing 737 MAX Service-Return in December,0
Airline stocks see broad gains after TSA daily traveler data topped 1 million on Sunday,1
"AT&T, Netflix, American and Boeing - 5 Things You Must Know Monday",0
American Airlines Seeks To Relaunch Boeing 737 Max Flights In December,0
American Airlines Eyes Dec. 29 Takeoff for Boeing 737 MAX,0
"Tesla, Netflix, AT&T, Chipotle, IBM, and Other Stocks for Investors to Watch This Week",0
"Netflix, Tesla report earnings results: What to know in the week ahead",0
Where Does American Airlines Go from Here?,0
American Airlines plans to return Boeing 737 Max to service at year-end,0
American Airlines plans to return Boeing 737 Max to service at year-end,0
United Airlines Posts Big Loss but Claims Industry-Leading Performance,1
"GOL, American Airlines' Codeshare Pact to Boost Connectivity",1
How is American Airlines (AAL) Likely to Fare in Q3 Earnings?,0
Is Spirit Airlines a Better Buy Than All Four of the Majors?,1
Stimulus won't instantly save the stock market or America: strategist,0
Exclusive: These airlines are most at risk of COVID-19-related default,0
Earnings Preview: American Airlines (AAL) Q3 Earnings Expected to Decline,0
Here's how the airlines can bounce back,0
Sabre and American Airlines renew global distribution agreement as the industry eyes recovery,1
"United Airlines (UAL) Posts Q3 Loss, Suffers Weak Load Factor",0
"In Spite of Everything, One Analyst Still Likes These 3 Airline Stocks",0
American Airlines (AAL) Gains As Market Dips: What You Should Know,1
Airlines could see a 'v-shaped' recovery: analyst,0
"United Airlines' Loss Bigger Than Expected, After Delta's Grim Outlook",0
United Airlines to report earnings after the bell,1
Delta Air Lines Q3 Loss Misses Views But Cash Burn Slows,0
Delta posts $5.4B loss in Q3 as COVID-19 slams profits,1
"Delta's (DAL) Q3 Loss Wider than Expected, Revenues Lag",0
"American Airlines downgrade, Deltas weak third quarter weigh on airline stocks",0
Understanding American Airlines Group's Unusual Options Activity,0
Southwest Airlines Adds More Big Hub Airports to Its Route Network,0
"Delta posts staggering Q3 loss as coronavirus hits demand, layoffs mount",0
Association of Flight Attendants President on how the stimulus standstill will impact the future of the airline industry,0
American Airlines CEO Warns More Cities May Lose Flights,0
Millennials Lose Their Shirts On These 3 Collapsing Stocks,0
3 Top Robinhood Stocks to Avoid Like the Plague in October,1
American Airlines Keeps Cargo-only Flights To Beijing Through March,0
S&P 500 Has Best Week Since July as White House Plans $1.8 Trillion Stimulus Package,1
American Airlines (AAL) Gains But Lags Market: What You Should Know,0
American Airlines Names Douglas M. Steenland to its Board of Directors,0
Pelosi says no to bill only for airlines without larger aid,0
Airline stocks rocky amid mixed stimulus messaging,0
30 Most Visited Cities in the U.S. by Foreigners,0
Airline ETF Rallies on a Slew of Positive News,1
American Airlines Group Announces Webcast of Third-Quarter 2020 Financial Results,0
New Strong Sell Stocks for October 8th,1
Its going to be several years before the airline industry rebounds back to 2019 levels: Stifel Managing Director,0
Airline Stocks Rally As Trump Adds New Twist On Stimulus,0
Trumps bluff might help save U.S. airline industry,1
Airline Stocks To Watch In The Coronavirus Pandemic: How To Separate Winners From Losers,0
Here's Why Investors Should Avoid American Airlines Stock,0
Looking Into American Airlines Group's Return On Capital Employed,0
Airline stocks surge as President Trump boosts hopes for new stimulus,1
Trump urges Congress to provide $25 billion bailout for U.S. airlines,0
Why Shares of American Airlines Fell Today,1
Trump urges Congress to provide $25 billion bailout for U.S. airlines,0
Airlines fall as Trump puts stimulus talks on hold until after the election,0
"Airline Stock Roundup: UAL to Resume Shanghai Flights, Job-Cut Updates & More",0
Delta Kicks Off Airline Earnings Next Week. Heres What to Expect.,0
American Airlines delays Boeing 737 MAX pilot training,0
Southwest (LUV) Proposes Worker Pay Cuts to Avert Furloughs,0
"Interest in private planes surge, Americans step away from public airlines",1
"Hibbett, American Airlines, PG and Palantir as Zacks Bull and Bear of the Day",0
Airline Stocks To Watch In The Coronavirus Pandemic,0
New Strong Sell Stocks for October 5th,1
Bear Of The Day: American Airlines (AAL),0
What to Know About President Trumps Diagnosis and the Outlook for Stocks,0
More EV Companies Are Coming to Market. None of Them Have Any Real Revenue.,0
This Sleeper Clean Energy is Ready to Wake Up & Charge Higher,1
New Tesla Rival Throws Down The 'Gauntlet' And Elon Musk Accepts,1
Hyliion Announces Natural Gas Fueling Partnership with American Natural Gas,1
These 16 SPACs Are Approaching Their Deadlines. Know the Risks.,0
A 28-Year-Old SPAC Billionaire Can't Splash the Cash,0
